impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-116935,A584260,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986913,LOST,Lucky Fella,Cat,,Male,Domestic Mediumhair,Unknown,4/23/19 0:00,Date Lost,86TH AVE W & 226TH ST SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986913,Image Copyright HLP Inc. 2019,,
K19-116722,A583711,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983883,LOST,Marty,Cat,,Male,American Shorthair,Unknown,4/21/19 0:00,Date Lost,19TH AVENUE NE & NE 82ND ST,SEATTLE,WA,98115,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983883,Image Copyright HLP Inc. 2019,,
K19-116792,A583815,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1984808,LOST,Doug,Cat,,Male,American Shorthair,Unknown,4/26/19 0:00,Date Lost,16000 SE 322ND ST,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1984808,Image Copyright HLP Inc. 2019,,
K19-116841,A584008,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985630,LOST,Shelby,Dog,,Female,Bichon Frise,Unknown,5/1/19 0:00,Date Lost,3600 W MERCER WAY,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985630,Image Copyright HLP Inc. 2019,,
K19-116664,A583563,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983340,LOST,Coco,Cat,,Female,Bengal,Unknown,4/20/19 0:00,Date Lost,288TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983340,Image Copyright HLP Inc. 2019,,
K19-116869,A584095,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985986,LOST,Romi,Cat,,Male,Domestic Shorthair,Unknown,4/29/19 0:00,Date Lost,7500 146TH AVE NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985986,Image Copyright HLP Inc. 2019,,
K19-116623,A583466,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982970,LOST,Girly,Cat,,Female,British Shorthair,Unknown,4/22/19 0:00,Date Lost,APT DD303,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982970,Image Copyright HLP Inc. 2019,,
K19-117176,A584870,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989802,LOST,Coconut,Dog,,Female,Cairn Terrier,Unknown,4/18/19 0:00,Date Lost,19TH AVE NW & 32 ST NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989802,Image Copyright HLP Inc. 2019,,
K19-117132,A584781,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989363,LOST,Peanut,Cat,,Male,Domestic Shorthair,Unknown,5/9/19 0:00,Date Lost,26900 NE RING ST,DUVALL,WA,98019,DUVALL,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989363,Image Copyright HLP Inc. 2019,,
K19-116867,A584090,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985949,In Public Home,,Cat,,Male,Domestic Shorthair,Black / Black,4/19/19 0:00,Date Found,2800 140TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985949,Image Copyright HLP Inc. 2019,,
K19-117188,A584935,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992063,LOST,Nala,Cat,,Female,Domestic Shorthair,Unknown,5/8/19 0:00,Date Lost,162ND AND 85TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992063,Image Copyright HLP Inc. 2019,,
K19-117083,A584697,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988857,LOST,Curly,Cat,,Male,Domestic Mediumhair,Unknown,4/25/19 0:00,Date Lost,LAKE MORTON DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988857,Image Copyright HLP Inc. 2019,,
K19-116415,A582676,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979071,LOST,Gracie,Dog,,Female,Norwich Terrier,Unknown,4/8/19 0:00,Date Lost,1000 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979071,Image Copyright HLP Inc. 2019,,
K19-117119,A584766,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989333,LOST,Fern,Cat,,Female,Domestic Shorthair,Unknown,5/8/19 0:00,Date Lost,5400 LAKEMONT BLVD SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989333,Image Copyright HLP Inc. 2019,,
K19-116293,A582234,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977315,LOST,Cleo,Cat,,Female,Maine Coon,Unknown,4/4/19 0:00,Date Lost,14TH AVE. S. AND S. MASSACHUSETTS ST.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977315,Image Copyright HLP Inc. 2019,,
K19-117107,A584729,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989182,In Public Home,,Dog,,Female,Chihuahua - Smooth Coated,Black / White,5/11/19 0:00,Date Found,27400 132ND AVE SE,KENT,WA,98042,KENT,47.354966,-122.164762,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989182,Image Copyright HLP Inc. 2019,,
K19-117240,A585010,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992445,LOST,Bella,Dog,,Female,Australian Shepherd,Unknown,5/15/19 0:00,Date Lost,24600 35TH PL S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992445,Image Copyright HLP Inc. 2019,,
K19-117021,A584519,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988101,LOST,Atticus,Cat,,Male,Domestic Longhair,Unknown,5/8/19 0:00,Date Lost,6100 S 239TH ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988101,Image Copyright HLP Inc. 2019,,
K19-116975,A584349,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987472,LOST,Shabnam,Dog,,Female,Rough Collie,Unknown,5/4/19 0:00,Date Lost,1700 NE BROCKMAN PL,SEATTLE,WA,98125,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987472,Image Copyright HLP Inc. 2019,,
K19-117049,A584615,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988466,LOST,Junior,Cat,,Male,American Curl Shorthair,Unknown,5/7/19 0:00,Date Lost,12100 SE 218TH PL,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988466,Image Copyright HLP Inc. 2019,,
K19-116889,A584142,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986191,LOST,Toby,Cat,,Male,Domestic Shorthair,Unknown,4/30/19 0:00,Date Lost,,,,31021,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986191,Image Copyright HLP Inc. 2019,,
K19-116564,A583239,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981716,In Public Home,,Dog,,Male,Dachshund - Long-Haired,Brown,4/18/19 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981716,Image Copyright HLP Inc. 2019,,
K19-116486,A582904,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980335,LOST,Snoopy,Dog,,,Standard Poodle,Unknown,4/14/19 0:00,Date Lost,124TH STREET SOUTHEAST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980335,Image Copyright HLP Inc. 2019,,
K19-116516,A582969,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980769,LOST,George,Cat,,Male,Bengal,Unknown,4/5/19 0:00,Date Lost,PACIFIC HWY. AND 263RD ST SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980769,Image Copyright HLP Inc. 2019,,
K19-117140,A584790,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989446,LOST,Frankie,Cat,,Female,Siamese,Unknown,5/8/19 0:00,Date Lost,35TH PLACE S & S 292ND ST,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989446,Image Copyright HLP Inc. 2019,,
K19-117182,A584927,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992008,LOST,George,Cat,,Male,Domestic Longhair,Unknown,5/8/19 0:00,Date Lost,400 243RD PL SE,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992008,Image Copyright HLP Inc. 2019,,
K19-116431,A582724,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979321,LOST,Moonshadow,Cat,,Male,Domestic Longhair,Unknown,4/9/19 0:00,Date Lost,3500 W LAKE SAMMAMISH PKWY SE,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979321,Image Copyright HLP Inc. 2019,,
K19-116484,A582901,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980312,LOST,Maxine,Dog,,Female,Papillon,Unknown,4/14/19 0:00,Date Lost,15TH AVE NW AND NW 195TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980312,Image Copyright HLP Inc. 2019,,
K19-116608,A583410,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982737,LOST,Napolen,Dog,,Male,Yorkshire Terrier,Unknown,4/20/19 0:00,Date Lost,,,,98122,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982737,Image Copyright HLP Inc. 2019,,
K19-116582,A583326,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1982053,LOST,Sam Wilson,Cat,,Male,Domestic Mediumhair,Unknown,4/19/19 0:00,Date Lost,7300 NE 204TH PL,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1982053,Image Copyright HLP Inc. 2019,,
K19-116811,A583882,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985103,LOST,Lota,Cat,,Male,Domestic Shorthair,Unknown,4/27/19 0:00,Date Lost,400 102ND AVE SE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985103,Image Copyright HLP Inc. 2019,,
K19-116539,A583102,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981201,In Public Home,,Dog,,Male,Boston Terrier,Brown / White,4/16/19 0:00,Date Found,29700 39TH PL S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981201,Image Copyright HLP Inc. 2019,,
K19-117011,A584475,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987973,LOST,Hershel,Dog,,Male,German Shepherd,Unknown,5/7/19 0:00,Date Lost,S 116TH STREET & 5TH AVENUE S,BURIEN,WA,98168,BURIEN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987973,Image Copyright HLP Inc. 2019,,
K19-117055,A584621,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988574,LOST,Cinnamon,Cat,,Male,Domestic Shorthair,Unknown,5/3/19 0:00,Date Lost,NEWPORT WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988574,Image Copyright HLP Inc. 2019,,
K19-116931,A584256,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1986858,LOST,Lily,Cat,,Female,Domestic Longhair,Unknown,5/5/19 0:00,Date Lost,HOME ADDRESS,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1986858,Image Copyright HLP Inc. 2019,,
K19-116549,A583175,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981362,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,4/17/19 0:00,Date Found,21800 SE 238TH ST,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981362,Image Copyright HLP Inc. 2019,,
K19-117095,A584725,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989087,LOST,Max,Bird,,Male,Fowl,Unknown,5/10/19 0:00,Date Lost,"MOUNT VERNON, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989087,Image Copyright HLP Inc. 2019,,
K19-116627,A583473,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983028,LOST,Clifford,Cat,,Male,Russian Blue,Unknown,4/18/19 0:00,Date Lost,WEST LAKE SAMMAMISH BLVD AND 181ST AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983028,Image Copyright HLP Inc. 2019,,
K19-116973,A584347,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987453,LOST,Luna,Cat,,Female,Domestic Shorthair,Unknown,5/5/19 0:00,Date Lost,500 E ROY ST,SEATTLE,WA,98102,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987453,Image Copyright HLP Inc. 2019,,
K19-116478,A582867,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980086,In Public Home,,Dog,,Female,Pit Bull,Black,4/13/19 0:00,Date Found,13100 SE 256TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980086,Image Copyright HLP Inc. 2019,,
K19-116667,A583568,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983407,LOST,Nala,Cat,,Female,American Shorthair,Unknown,4/5/19 0:00,Date Lost,NE WOODINVILLE DUVALL PLACE & NE WOODINVILLE DUVALL PL,WOODINVILLE,WA,98072,WOODINVILLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983407,Image Copyright HLP Inc. 2019,,
K19-116427,A582685,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1979194,In Public Home,,Cat,,,Siamese,Black / Brown,4/10/19 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1979194,Image Copyright HLP Inc. 2019,,
K19-116268,A582163,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1976884,In Public Home,,Cat,,,Siamese,Brown / White,4/3/19 0:00,Date Found,1200 111TH AVE NE,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1976884,Image Copyright HLP Inc. 2019,,
K19-117142,A584792,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989492,In Public Home,,Cat,,Male,Domestic Shorthair,Black,4/19/19 0:00,Date Found,2800 140TH AVE NE,BELLEVUE,WA,98005,BELLEVUE,47.635301,-122.156037,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989492,Image Copyright HLP Inc. 2019,,
K19-116649,A583520,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983142,LOST,Milo,Cat,,Male,Domestic Shorthair,Unknown,4/18/19 0:00,Date Lost,5400 VILLAGE PARK DR SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983142,Image Copyright HLP Inc. 2019,,
K19-117122,A584770,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989342,In Public Home,,Cat,,Female,Siamese,White,5/8/19 0:00,Date Found,29100 35TH PL S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989342,Image Copyright HLP Inc. 2019,,
K19-116995,A584445,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1987772,LOST,Timmey,Dog,,Male,Chihuahua - Long Haired,Unknown,5/4/19 0:00,Date Lost,16TH AVE SW BARTON ST SEATTLE WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1987772,Image Copyright HLP Inc. 2019,,
K19-117037,A584585,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988359,LOST,Elvis,Cat,,Male,American Shorthair,Unknown,5/4/19 0:00,Date Lost,3900 153RD AVE SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988359,Image Copyright HLP Inc. 2019,,
K19-117141,A584791,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989489,LOST,Loki,Cat,,Male,Domestic Shorthair,Unknown,5/10/19 0:00,Date Lost,18400 SE 247TH PL,COVINGTON,WA,98042,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989489,Image Copyright HLP Inc. 2019,,
K19-117252,A585051,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1992640,LOST,,Cat,,Male,Siamese,Unknown,5/8/19 0:00,Date Lost,UNIT 99,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1992640,Image Copyright HLP Inc. 2019,,
K19-116370,A582514,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1978388,LOST,Misty,Dog,,Female,Rottweiler,Unknown,4/7/19 0:00,Date Lost,16500 237TH AVE SE,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1978388,Image Copyright HLP Inc. 2019,,
K19-117165,A584857,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1989738,In Public Home,,Dog,,Male,Miniature Pinscher,Black / Brown,5/13/19 0:00,Date Found,9800 NE 23RD ST,BELLEVUE,WA,98004,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1989738,Image Copyright HLP Inc. 2019,,
K19-116477,A582863,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980049,LOST,Royal,Cat,,Male,American Shorthair,Unknown,4/13/19 0:00,Date Lost,2100 N 185TH ST,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980049,Image Copyright HLP Inc. 2019,,
K19-116538,A583101,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981199,LOST,Dunkin,Cat,,Male,Domestic Mediumhair,Unknown,4/15/19 0:00,Date Lost,137TH ST AND 242ND CT. (PATRICK'S FAIRE),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981199,Image Copyright HLP Inc. 2019,,
K19-116862,A584058,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1985869,In Public Home,,Dog,,Male,Doberman Pinscher,Black / Brown,4/25/19 0:00,Date Found,BATTERSBY AVE & 284TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1985869,Image Copyright HLP Inc. 2019,,
K19-116556,A583215,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1981610,In Public Home,,Dog,,Male,Scottish Terrier,Black / Black,4/17/19 0:00,Date Found,NE 98TH CT AND 166TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1981610,Image Copyright HLP Inc. 2019,,
K19-116288,A582215,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1977186,LOST,Spot,Dog,,Male,American Bulldog,Unknown,4/4/19 0:00,Date Lost,YESLER WAY BRIDGE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1977186,Image Copyright HLP Inc. 2019,,
K19-116480,A582896,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1980272,In Public Home,,Dog,,Female,Shih Tzu,White / Unknown,4/13/19 0:00,Date Found,DES MOINES MEMORIAL DR SOUTH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1980272,Image Copyright HLP Inc. 2019,,
K19-117034,A584542,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1988272,In Public Home,,Cat,,Male,Bengal,Black,4/29/19 0:00,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1988272,Image Copyright HLP Inc. 2019,,
K19-116665,A583566,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1983372,LOST,Scooter,Dog,,Male,Shih Tzu,Unknown,4/22/19 0:00,Date Lost,23500 SE 8TH ST,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1983372,Image Copyright HLP Inc. 2019,,
